filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
..\data\indiv_files\STAT_A_EN_corrected\512.txt,1,76,13,46,13,130,16,59,16,0.45,0.27,0.17,0.09,0.09,0.21,76,37,37.80,39.50,0.58,0.74,4.71,6.67,0.89,19.17,0.78,1.00,11.00,2.35,0.19,0.67,0.22,0.05,0.27
..\data\indiv_files\STAT_A_EN_corrected\513.txt,1,42,3,20,2,88,7,35,6,0.40,0.17,0.07,0.00,0.00,0.00,42,30,29.90,30.60,0.48,0.60,3.17,4.48,0.83,11.77,0.57,1.00,3.00,1.22,0.09,0.48,0.14,0.03,0.17
..\data\indiv_files\STAT_A_EN_corrected\515.txt,1,39,6,22,6,83,13,43,13,0.52,0.30,0.15,0.25,0.50,0.50,39,24,29.90,25.70,0.47,0.48,3.03,4.28,0.83,11.23,0.51,0.62,3.12,1.25,0.12,0.48,0.14,0.02,0.16
..\data\indiv_files\STAT_A_EN_corrected\516.txt,1,60,3,37,3,115,6,53,6,0.46,0.11,0.05,0.00,0.00,0.00,60,35,33.00,32.00,0.52,0.63,3.96,5.60,0.86,15.03,0.70,0.91,9.09,2.13,0.19,0.61,0.15,0.04,0.19
..\data\indiv_files\STAT_A_EN_corrected\517.txt,1,48,6,28,6,80,9,38,9,0.47,0.24,0.12,0.12,0.12,0.25,48,36,34.30,34.00,0.60,0.72,3.79,5.37,0.88,16.33,0.74,1.00,8.00,2.00,0.21,0.65,0.24,0.00,0.24
..\data\indiv_files\STAT_A_EN_corrected\519.txt,1,57,5,33,5,120,10,54,10,0.45,0.19,0.09,0.14,0.29,0.38,57,27,30.70,29.60,0.47,0.60,3.68,5.20,0.84,13.37,0.61,0.71,7.14,1.89,0.19,0.52,0.09,0.04,0.13
..\data\indiv_files\STAT_A_EN_corrected\520.txt,1,59,13,38,13,107,20,55,19,0.51,0.35,0.22,0.00,0.00,0.00,59,35,35.30,32.90,0.55,0.68,4.03,5.70,0.87,15.93,0.69,0.86,5.14,1.60,0.11,0.55,0.24,0.07,0.31
..\data\indiv_files\STAT_A_EN_corrected\521.txt,1,53,9,30,9,136,25,66,25,0.49,0.38,0.17,0.25,0.75,0.61,53,24,31.10,30.40,0.39,0.56,3.21,4.54,0.81,11.12,0.45,0.83,8.33,2.04,0.15,0.35,0.11,0.02,0.12
..\data\indiv_files\STAT_A_EN_corrected\522.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_corrected\523.txt,1,38,5,22,5,60,6,32,6,0.53,0.19,0.13,0.20,0.40,0.45,38,33,32.70,32.30,0.63,0.66,3.47,4.91,0.89,15.94,0.69,0.90,8.10,2.01,0.28,0.56,0.12,0.00,0.12
..\data\indiv_files\STAT_A_EN_corrected\525.txt,1,48,5,27,3,95,6,44,4,0.46,0.09,0.10,0.00,0.00,0.00,48,32,34.00,29.50,0.51,0.64,3.48,4.92,0.85,13.19,0.61,0.75,4.50,1.50,0.14,0.54,0.20,0.00,0.20
..\data\indiv_files\STAT_A_EN_corrected\526.txt,1,59,10,37,10,112,18,57,18,0.51,0.32,0.17,0.12,0.25,0.35,59,29,33.90,33.30,0.53,0.63,3.94,5.57,0.86,15.09,0.65,0.81,10.56,2.30,0.23,0.53,0.09,0.07,0.16
..\data\indiv_files\STAT_A_EN_corrected\527.txt,1,29,2,13,2,37,2,15,2,0.41,0.13,0.07,0.00,0.00,0.00,29,29,29,29,0.78,0.78,3.37,4.77,0.93,23.24,0.87,1.00,3.00,1.22,0.20,0.71,0.33,0.00,0.33
..\data\indiv_files\STAT_A_EN_corrected\529.txt,1,32,3,18,3,53,6,24,5,0.45,0.21,0.09,0.00,0.00,0.00,32,31,30.60,30.60,0.60,0.62,3.11,4.40,0.87,13.57,0.75,1.00,3.00,1.22,0.12,0.80,0.21,0.00,0.21
..\data\indiv_files\STAT_A_EN_corrected\530.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_corrected\531.txt,1,54,3,30,3,94,5,42,5,0.45,0.12,0.06,0.00,0.00,0.00,54,34,34.40,35.90,0.57,0.68,3.94,5.57,0.88,16.17,0.71,0.86,5.14,1.60,0.14,0.75,0.14,0.02,0.17
..\data\indiv_files\STAT_A_EN_corrected\532.txt,1,50,4,27,4,80,4,40,4,0.50,0.10,0.08,0.00,0.00,0.00,50,33,35.60,34.70,0.62,0.66,3.95,5.59,0.89,17.74,0.68,0.82,7.36,1.92,0.23,0.57,0.10,0.03,0.12
..\data\indiv_files\STAT_A_EN_corrected\533.txt,1,35,2,16,2,67,3,30,3,0.45,0.10,0.06,0.00,0.00,0.00,35,28,30.20,29.30,0.52,0.56,3.02,4.28,0.85,11.82,0.53,0.75,2.25,1.06,0.10,0.41,0.20,0.00,0.20
..\data\indiv_files\STAT_A_EN_corrected\534.txt,1,76,13,46,13,158,22,79,22,0.50,0.28,0.17,0.16,0.47,0.49,76,38,36.80,35.30,0.48,0.70,4.28,6.05,0.86,15.21,0.58,0.84,13.47,2.60,0.20,0.49,0.13,0.01,0.14
..\data\indiv_files\STAT_A_EN_corrected\535.txt,1,64,7,42,7,117,17,76,17,0.65,0.22,0.11,0.00,0.00,0.00,64,33,35.10,36.80,0.55,0.71,4.18,5.92,0.87,16.33,0.55,0.80,9.60,2.19,0.16,0.41,0.16,0.04,0.20
..\data\indiv_files\STAT_A_EN_corrected\536.txt,1,49,5,27,5,94,5,41,5,0.44,0.12,0.10,0.14,0.14,0.27,49,29,31.50,31.60,0.52,0.58,3.57,5.05,0.86,13.76,0.66,1.00,7.00,1.87,0.17,0.44,0.22,0.00,0.22
..\data\indiv_files\STAT_A_EN_corrected\538.txt,1,2,0,2,0,2,0,2,0,1.00,0.00,0.00,0,0,0,2,2,2,2,1.00,1.00,1.00,1.41,1.00,NaN,1.00,0,0,0,0.00,1.00,0.00,0.00,0.00
..\data\indiv_files\STAT_A_EN_corrected\539.txt,1,33,1,17,1,52,1,24,1,0.46,0.04,0.03,0.00,0.00,0.00,33,32,32.20,32.70,0.63,0.64,3.24,4.58,0.88,14.91,0.71,0.67,2.67,1.15,0.17,0.69,0.12,0.04,0.17
..\data\indiv_files\STAT_A_EN_corrected\540.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_corrected\541.txt,1,49,7,32,7,102,10,52,10,0.51,0.19,0.14,0.14,0.14,0.27,49,30,31.00,32.20,0.48,0.62,3.43,4.85,0.84,12.67,0.62,1.00,7.00,1.87,0.13,0.50,0.23,0.02,0.25
..\data\indiv_files\STAT_A_EN_corrected\543.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_corrected\544.txt,1,52,2,30,2,92,4,44,4,0.48,0.09,0.04,0.00,0.00,0.00,52,35,35.00,34.00,0.57,0.70,3.83,5.42,0.87,15.56,0.68,0.91,9.09,2.13,0.23,0.64,0.16,0.00,0.16
..\data\indiv_files\STAT_A_EN_corrected\545.txt,1,34,2,19,2,63,3,28,3,0.44,0.11,0.06,0.00,0.00,0.00,34,28,29.70,27.20,0.54,0.56,3.03,4.28,0.85,12.09,0.68,0.80,3.20,1.26,0.14,0.56,0.18,0.04,0.21
..\data\indiv_files\STAT_A_EN_corrected\546.txt,1,39,3,23,3,49,3,25,3,0.51,0.12,0.08,0.17,0.17,0.29,39,39,39,39,0.80,0.80,3.94,5.57,0.94,28.82,0.92,1.00,6.00,1.73,0.24,0.86,0.20,0.00,0.20
..\data\indiv_files\STAT_A_EN_corrected\548.txt,1,34,3,18,3,69,4,28,4,0.41,0.14,0.09,0.00,0.00,0.00,34,29,27.40,28.00,0.49,0.58,2.89,4.09,0.83,11.00,0.64,0.67,2.67,1.15,0.14,0.61,0.07,0.04,0.11
..\data\indiv_files\STAT_A_EN_corrected\551.txt,1,44,5,26,4,81,7,38,6,0.47,0.16,0.11,0.00,0.00,0.00,44,31,32.20,33.90,0.54,0.62,3.46,4.89,0.86,13.74,0.68,0.89,7.11,1.89,0.21,0.52,0.16,0.00,0.16
..\data\indiv_files\STAT_A_EN_corrected\552.txt,1,48,5,25,5,86,7,40,7,0.47,0.17,0.10,0.09,0.09,0.21,48,34,35.40,31.80,0.56,0.68,3.66,5.18,0.87,14.78,0.62,0.64,4.45,1.49,0.17,0.57,0.20,0.00,0.20
..\data\indiv_files\STAT_A_EN_corrected\553.txt,1,80,9,50,8,165,10,82,9,0.50,0.11,0.11,0.00,0.00,0.00,80,35,36.00,34.90,0.48,0.70,4.40,6.23,0.86,15.64,0.61,0.79,11.84,2.43,0.18,0.67,0.12,0.04,0.16
..\data\indiv_files\STAT_A_EN_corrected\554.txt,1,83,10,49,10,206,11,93,11,0.45,0.12,0.12,0.14,0.43,0.46,83,34,32.30,30.30,0.40,0.64,4.09,5.78,0.83,13.56,0.53,0.76,12.19,2.47,0.17,0.49,0.11,0.01,0.12
..\data\indiv_files\STAT_A_EN_corrected\555.txt,1,53,4,28,4,92,5,39,5,0.42,0.13,0.08,0.00,0.00,0.00,53,34,33.20,34.80,0.58,0.68,3.91,5.53,0.88,16.10,0.72,0.90,8.10,2.01,0.23,0.61,0.18,0.03,0.21
..\data\indiv_files\STAT_A_EN_corrected\556.txt,1,38,6,20,5,67,9,30,8,0.45,0.27,0.16,0.17,0.17,0.29,38,31,31.20,31.50,0.57,0.62,3.28,4.64,0.87,13.54,0.67,1.00,6.00,1.73,0.20,0.50,0.17,0.00,0.17
..\data\indiv_files\STAT_A_EN_corrected\558.txt,1,54,8,31,7,111,10,49,9,0.44,0.18,0.15,0.09,0.09,0.21,54,30,31.70,34.10,0.49,0.67,3.62,5.13,0.85,13.37,0.63,0.82,7.36,1.92,0.18,0.52,0.14,0.02,0.16
..\data\indiv_files\STAT_A_EN_corrected\559.txt,1,70,8,41,8,126,10,65,10,0.52,0.15,0.11,0.15,0.31,0.39,70,39,38.10,36.10,0.56,0.76,4.41,6.24,0.88,17.28,0.63,0.92,11.08,2.35,0.18,0.48,0.18,0.05,0.23
..\data\indiv_files\STAT_A_EN_corrected\560.txt,1,52,6,33,5,97,6,47,5,0.48,0.11,0.12,0.06,0.06,0.18,52,31,34.60,35.60,0.54,0.62,3.73,5.28,0.86,14.58,0.70,0.81,10.56,2.30,0.28,0.62,0.11,0.00,0.11
..\data\indiv_files\STAT_A_EN_corrected\561.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_corrected\563.txt,1,50,5,27,5,87,7,39,7,0.45,0.18,0.10,0.08,0.08,0.20,50,37,34.40,32.70,0.57,0.74,3.79,5.36,0.88,15.64,0.69,0.83,8.33,2.04,0.26,0.61,0.10,0.00,0.10
..\data\indiv_files\STAT_A_EN_corrected\564.txt,1,48,8,27,8,116,13,58,13,0.50,0.22,0.17,0.08,0.08,0.20,48,32,30.80,31.10,0.41,0.65,3.15,4.46,0.81,11.12,0.47,0.67,5.33,1.63,0.14,0.38,0.14,0.02,0.16
..\data\indiv_files\STAT_A_EN_corrected\565.txt,1,58,8,29,8,110,18,52,18,0.47,0.35,0.14,0.00,0.00,0.00,58,36,34.20,34.40,0.53,0.75,3.91,5.53,0.86,14.99,0.56,0.78,5.44,1.65,0.13,0.54,0.13,0.00,0.13
..\data\indiv_files\STAT_A_EN_corrected\566.txt,1,69,7,40,7,151,12,75,12,0.50,0.16,0.10,0.07,0.07,0.19,69,35,34.70,32.10,0.46,0.66,3.97,5.62,0.84,13.96,0.53,0.79,8.64,2.08,0.15,0.48,0.13,0.00,0.13
..\data\indiv_files\STAT_A_EN_corrected\568.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_corrected\570.txt,1,67,6,38,6,140,10,68,10,0.49,0.15,0.09,0.00,0.00,0.00,67,33,31.40,32.10,0.48,0.64,4.00,5.66,0.85,14.39,0.56,0.92,11.08,2.35,0.18,0.41,0.13,0.00,0.13
..\data\indiv_files\STAT_A_EN_corrected\571.txt,1,67,10,41,9,121,16,62,15,0.51,0.24,0.15,0.08,0.08,0.20,67,34,35.90,37.00,0.55,0.70,4.31,6.09,0.88,16.90,0.66,1.00,13.00,2.55,0.21,0.56,0.18,0.00,0.18
..\data\indiv_files\STAT_A_EN_corrected\572.txt,1,59,4,35,3,112,6,55,5,0.49,0.09,0.07,0.00,0.00,0.00,59,35,35.10,31.50,0.53,0.67,3.94,5.57,0.86,15.09,0.64,0.64,4.45,1.49,0.13,0.54,0.22,0.04,0.25
..\data\indiv_files\STAT_A_EN_corrected\573.txt,1,41,5,24,5,63,6,31,5,0.49,0.16,0.12,0.00,0.00,0.00,41,35,35.40,34.10,0.65,0.70,3.65,5.17,0.90,17.35,0.77,0.88,6.12,1.75,0.23,0.73,0.13,0.06,0.19
..\data\indiv_files\STAT_A_EN_corrected\574.txt,1,69,5,41,5,113,7,57,7,0.50,0.12,0.07,0.07,0.07,0.18,69,38,37.30,34.80,0.61,0.71,4.59,6.49,0.90,19.68,0.72,0.93,13.07,2.56,0.25,0.61,0.18,0.02,0.19
..\data\indiv_files\STAT_A_EN_corrected\575.txt,1,52,6,31,6,94,7,43,7,0.46,0.16,0.12,0.00,0.00,0.00,52,31,33.80,33.20,0.55,0.62,3.79,5.36,0.87,15.14,0.72,0.88,6.12,1.75,0.16,0.72,0.26,0.05,0.30
..\data\indiv_files\STAT_A_EN_corrected\576.txt,1,57,4,31,4,107,6,51,6,0.48,0.12,0.07,0.00,0.00,0.00,57,36,35.10,32.10,0.53,0.69,3.90,5.51,0.87,15.06,0.61,0.71,7.14,1.89,0.20,0.52,0.14,0.00,0.14
..\data\indiv_files\STAT_A_EN_corrected\577.txt,1,46,7,26,7,92,7,41,7,0.45,0.17,0.15,0.29,0.57,0.53,46,30,30.70,30.40,0.50,0.60,3.39,4.80,0.85,12.81,0.63,0.86,5.14,1.60,0.15,0.48,0.17,0.07,0.24
..\data\indiv_files\STAT_A_EN_corrected\578.txt,1,56,9,34,9,125,15,55,15,0.44,0.27,0.16,0.27,0.82,0.64,56,33,31.60,30.30,0.45,0.61,3.54,5.01,0.83,12.61,0.62,0.91,9.09,2.13,0.18,0.64,0.09,0.02,0.11
..\data\indiv_files\STAT_A_EN_corrected\580.txt,1,82,11,50,9,171,16,83,13,0.49,0.16,0.13,0.00,0.00,0.00,82,33,35.90,35.10,0.48,0.71,4.43,6.27,0.86,15.62,0.60,0.75,11.25,2.37,0.18,0.55,0.11,0.06,0.17
..\data\indiv_files\STAT_A_EN_corrected\581.txt,1,44,2,26,2,75,2,38,2,0.51,0.05,0.05,0.00,0.00,0.00,44,34,33.80,34.90,0.59,0.68,3.59,5.08,0.88,15.18,0.68,0.82,7.36,1.92,0.24,0.55,0.11,0.03,0.13
..\data\indiv_files\STAT_A_EN_corrected\582.txt,1,35,4,22,4,57,5,32,5,0.56,0.16,0.11,0.00,0.00,0.00,35,29,31.00,29.60,0.61,0.58,3.28,4.64,0.88,14.56,0.69,0.78,5.44,1.65,0.22,0.73,0.12,0.03,0.16
..\data\indiv_files\STAT_A_EN_corrected\583.txt,1,72,14,43,14,118,17,59,17,0.50,0.29,0.19,0.09,0.09,0.21,72,42,37.70,35.60,0.61,0.77,4.69,6.63,0.90,20.01,0.73,0.82,7.36,1.92,0.15,0.64,0.22,0.00,0.22
..\data\indiv_files\STAT_A_EN_corrected\585.txt,1,58,7,37,7,107,10,56,10,0.52,0.18,0.12,0.00,0.00,0.00,58,37,34.10,34.30,0.54,0.67,3.96,5.61,0.87,15.49,0.66,0.90,8.10,2.01,0.16,0.61,0.16,0.02,0.18
..\data\indiv_files\STAT_A_EN_corrected\586.txt,1,63,5,37,5,132,7,64,7,0.48,0.11,0.08,0.08,0.08,0.20,63,35,32.20,31.30,0.48,0.66,3.88,5.48,0.85,14.00,0.58,0.69,6.23,1.77,0.14,0.56,0.12,0.02,0.14
..\data\indiv_files\STAT_A_EN_corrected\587.txt,1,54,9,30,8,132,13,60,12,0.45,0.20,0.17,0.25,0.75,0.61,54,30,29.90,28.70,0.41,0.61,3.32,4.70,0.82,11.58,0.50,0.75,6.75,1.84,0.15,0.46,0.10,0.02,0.12
..\data\indiv_files\STAT_A_EN_corrected\588.txt,1,35,5,19,5,56,11,29,11,0.52,0.38,0.14,0.00,0.00,0.00,35,33,32.40,32.70,0.62,0.66,3.31,4.68,0.88,14.97,0.66,1.00,5.00,1.58,0.17,0.59,0.14,0.03,0.17
..\data\indiv_files\STAT_A_EN_corrected\589.txt,1,50,2,26,2,100,5,44,5,0.44,0.11,0.04,0.00,0.00,0.00,50,24,32.50,29.70,0.50,0.60,3.54,5.00,0.85,13.29,0.59,0.78,5.44,1.65,0.16,0.48,0.11,0.05,0.16
..\data\indiv_files\STAT_A_EN_corrected\590.txt,1,52,3,27,3,84,4,43,4,0.51,0.09,0.06,0.07,0.07,0.18,52,33,34.50,36.10,0.62,0.66,4.01,5.67,0.89,17.78,0.63,0.67,6.67,1.83,0.23,0.52,0.14,0.02,0.16
..\data\indiv_files\STAT_A_EN_corrected\591.txt,1,40,5,23,5,76,7,38,7,0.50,0.18,0.12,0.00,0.00,0.00,40,29,31.80,33.50,0.53,0.58,3.24,4.59,0.85,12.69,0.61,0.67,2.67,1.15,0.11,0.61,0.18,0.00,0.18
..\data\indiv_files\STAT_A_EN_corrected\592.txt,1,39,2,21,2,62,2,27,2,0.44,0.07,0.05,0.17,0.17,0.29,39,32,32.90,31.90,0.63,0.64,3.50,4.95,0.89,15.96,0.78,0.83,4.17,1.44,0.19,0.62,0.26,0.04,0.30
..\data\indiv_files\STAT_A_EN_corrected\593.txt,1,53,5,31,5,113,9,56,9,0.50,0.16,0.09,0.10,0.10,0.22,53,30,33.30,31.00,0.47,0.64,3.53,4.99,0.84,12.82,0.55,0.70,4.90,1.57,0.12,0.55,0.14,0.02,0.16
..\data\indiv_files\STAT_A_EN_corrected\594.txt,1,65,5,38,5,129,10,58,10,0.45,0.17,0.08,0.07,0.07,0.19,65,35,34.40,35.00,0.50,0.71,4.05,5.72,0.86,14.96,0.66,0.86,10.29,2.27,0.21,0.62,0.12,0.02,0.14
..\data\indiv_files\STAT_A_EN_corrected\595.txt,1,52,5,28,4,111,6,50,5,0.45,0.10,0.10,0.00,0.00,0.00,52,32,31.60,31.40,0.47,0.64,3.49,4.94,0.84,12.70,0.56,0.88,12.25,2.47,0.28,0.46,0.08,0.00,0.08
..\data\indiv_files\STAT_A_EN_corrected\596.txt,1,60,5,32,5,109,7,50,7,0.46,0.14,0.08,0.08,0.08,0.20,60,32,33.90,33.60,0.55,0.68,4.06,5.75,0.87,16.01,0.64,0.77,7.69,1.96,0.20,0.52,0.10,0.04,0.14
..\data\indiv_files\STAT_A_EN_corrected\599.txt,1,53,4,31,4,118,5,56,5,0.47,0.09,0.08,0.08,0.08,0.20,53,32,30.60,30.50,0.45,0.63,3.45,4.88,0.83,12.35,0.55,0.69,6.23,1.77,0.16,0.45,0.16,0.02,0.18
..\data\indiv_files\STAT_A_EN_corrected\600.txt,1,45,9,29,7,111,25,56,21,0.50,0.38,0.20,0.00,0.00,0.00,45,18,28.40,30.80,0.41,0.53,3.02,4.27,0.81,10.67,0.52,0.86,5.14,1.60,0.11,0.46,0.11,0.00,0.11
..\data\indiv_files\STAT_A_EN_corrected\601.txt,1,58,3,31,3,104,4,47,4,0.45,0.09,0.05,0.09,0.09,0.21,58,34,35.30,36.70,0.56,0.72,4.02,5.69,0.87,16.04,0.66,0.82,7.36,1.92,0.19,0.65,0.11,0.04,0.15
..\data\indiv_files\STAT_A_EN_corrected\602.txt,1,44,10,30,9,83,11,45,10,0.54,0.22,0.23,0.40,0.80,0.63,44,31,31.70,30.50,0.53,0.62,3.42,4.83,0.86,13.36,0.67,1.00,5.00,1.58,0.11,0.63,0.16,0.04,0.20
..\data\indiv_files\STAT_A_EN_corrected\603.txt,1,21,3,11,3,29,3,14,3,0.48,0.21,0.14,0.25,0.25,0.35,21,21,21,21,0.72,0.72,2.76,3.90,0.90,15.26,0.79,1.00,4.00,1.41,0.29,0.67,0.21,0.00,0.21
..\data\indiv_files\STAT_A_EN_corrected\605.txt,1,47,4,26,4,102,5,49,5,0.48,0.10,0.09,0.00,0.00,0.00,47,31,31.50,32.70,0.46,0.62,3.29,4.65,0.83,11.99,0.53,0.45,2.27,1.07,0.10,0.43,0.18,0.04,0.22
..\data\indiv_files\STAT_A_EN_corrected\606.txt,1,44,6,21,5,70,12,32,11,0.46,0.34,0.14,0.00,0.00,0.00,44,31,35.60,33.60,0.63,0.62,3.72,5.26,0.89,16.88,0.66,0.67,5.33,1.63,0.25,0.62,0.09,0.03,0.12
..\data\indiv_files\STAT_A_EN_corrected\607.txt,1,64,6,43,6,136,10,65,10,0.48,0.15,0.09,0.05,0.05,0.15,64,31,32.30,32.00,0.47,0.64,3.88,5.49,0.85,13.91,0.66,0.86,15.43,2.78,0.28,0.50,0.11,0.02,0.12
..\data\indiv_files\STAT_A_EN_corrected\608.txt,1,42,3,23,2,73,4,33,3,0.45,0.09,0.07,0.00,0.00,0.00,42,27,33.40,29.70,0.58,0.54,3.48,4.92,0.87,14.46,0.70,1.00,5.00,1.58,0.15,0.61,0.21,0.00,0.21
..\data\indiv_files\STAT_A_EN_corrected\609.txt,1,61,7,36,6,103,11,46,8,0.45,0.17,0.11,0.06,0.06,0.17,61,36,37.00,35.00,0.59,0.71,4.25,6.01,0.89,17.81,0.78,0.88,13.24,2.57,0.33,0.71,0.11,0.02,0.13
..\data\indiv_files\STAT_A_EN_corrected\610.txt,1,51,5,27,4,133,7,57,6,0.43,0.11,0.10,0.18,0.36,0.43,51,31,29.20,31.40,0.38,0.59,3.13,4.42,0.80,10.84,0.47,0.73,5.82,1.71,0.14,0.42,0.16,0.00,0.16
..\data\indiv_files\STAT_A_EN_corrected\611.txt,1,67,4,41,4,144,10,75,10,0.52,0.13,0.06,0.00,0.00,0.00,67,32,34.50,33.40,0.47,0.69,3.95,5.58,0.85,14.02,0.55,0.87,11.27,2.37,0.17,0.49,0.12,0.00,0.12
..\data\indiv_files\STAT_A_EN_corrected\612.txt,1,62,6,38,6,118,7,58,7,0.49,0.12,0.10,0.07,0.07,0.19,62,37,33.80,36.10,0.53,0.75,4.04,5.71,0.87,15.36,0.66,0.71,7.14,1.89,0.17,0.55,0.19,0.03,0.22
..\data\indiv_files\STAT_A_EN_corrected\613.txt,1,75,6,47,6,148,9,73,9,0.49,0.12,0.08,0.06,0.06,0.18,75,33,35.00,34.70,0.51,0.70,4.36,6.16,0.86,15.96,0.64,0.88,12.25,2.47,0.19,0.54,0.15,0.03,0.18
..\data\indiv_files\STAT_A_EN_corrected\614.txt,1,62,7,38,7,99,7,49,7,0.49,0.14,0.11,0.15,0.31,0.39,62,36,37.10,37.00,0.63,0.72,4.41,6.23,0.90,19.60,0.78,1.00,13.00,2.55,0.27,0.68,0.08,0.04,0.12
..\data\indiv_files\STAT_A_EN_corrected\615.txt,1,22,1,12,1,36,1,17,1,0.47,0.06,0.05,0.20,0.20,0.32,22,22,22,22,0.61,0.61,2.59,3.67,0.86,11.32,0.71,0.60,1.80,0.95,0.18,0.71,0.24,0.00,0.24
..\data\indiv_files\STAT_A_EN_corrected\616.txt,1,66,4,40,3,179,8,88,7,0.49,0.08,0.06,0.07,0.07,0.19,66,25,33.30,29.80,0.37,0.60,3.49,4.93,0.81,11.71,0.45,0.79,8.64,2.08,0.12,0.39,0.11,0.03,0.15
..\data\indiv_files\STAT_A_EN_corrected\617.txt,1,48,7,31,7,88,14,49,14,0.56,0.29,0.15,0.18,0.36,0.43,48,33,32.50,31.40,0.55,0.66,3.62,5.12,0.86,14.36,0.63,0.91,9.09,2.13,0.20,0.41,0.14,0.06,0.20
